	labels	x	y
spot_2020	clone_1	67	21
spot_2021	clone_1	67	23
spot_2022	clone_0	67	25
spot_2023	clone_0	67	27
spot_2024	clone_0	67	29
spot_2025	clone_0	67	31
spot_2026	clone_0	67	33
spot_2027	clone_0	67	35
spot_2028	clone_0	67	37
spot_2029	clone_0	67	39
spot_2030	clone_0	67	41
spot_2031	clone_0	67	43
spot_2032	clone_0	67	45
spot_2033	clone_0	67	47
spot_2034	clone_0	67	49
spot_2035	clone_0	67	51
spot_2036	clone_0	67	53
spot_2037	clone_0	67	55
spot_2038	clone_0	67	57
spot_2039	clone_0	67	59
spot_2040	clone_1	68	0
spot_2041	clone_1	68	2
spot_2042	clone_1	68	4
spot_2043	clone_1	68	6
spot_2044	clone_1	68	8
spot_2045	clone_1	68	10
spot_2046	clone_1	68	12
spot_2047	clone_1	68	14
spot_2048	clone_1	68	16
spot_2049	clone_1	68	18
spot_2050	clone_1	68	20
spot_2051	clone_1	68	22
spot_2052	clone_0	68	24
spot_2053	clone_0	68	26
spot_2054	clone_0	68	28
spot_2055	clone_0	68	30
spot_2056	clone_0	68	32
spot_2057	clone_0	68	34
spot_2058	clone_0	68	36
spot_2059	clone_0	68	38
spot_2060	clone_0	68	40
spot_2061	clone_0	68	42
spot_2062	clone_0	68	44
spot_2063	clone_0	68	46
spot_2064	clone_0	68	48
spot_2065	clone_0	68	50
spot_2066	clone_0	68	52
spot_2067	clone_0	68	54
spot_2068	clone_0	68	56
spot_2069	clone_0	68	58
spot_2070	clone_1	69	1
spot_2071	clone_1	69	3
spot_2072	clone_1	69	5
spot_2073	clone_1	69	7
spot_2074	clone_1	69	9
spot_2075	clone_1	69	11
spot_2076	clone_1	69	13
spot_2077	clone_1	69	15
spot_2078	clone_1	69	17
spot_2079	clone_1	69	19
spot_2080	clone_1	69	21
spot_2081	clone_0	69	23
spot_2082	clone_0	69	25
spot_2083	clone_0	69	27
spot_2084	clone_0	69	29
spot_2085	clone_0	69	31
spot_2086	clone_0	69	33
spot_2087	clone_0	69	35
spot_2088	clone_0	69	37
spot_2089	clone_0	69	39
spot_2090	clone_0	69	41
spot_2091	clone_0	69	43
spot_2092	clone_0	69	45
spot_2093	clone_0	69	47
spot_2094	clone_0	69	49
spot_2095	clone_0	69	51
spot_2096	clone_0	69	53
spot_2097	clone_0	69	55
spot_2098	clone_0	69	57
spot_2099	clone_0	69	59
spot_2100	clone_1	70	0
spot_2101	clone_1	70	2
spot_2102	clone_1	70	4
spot_2103	clone_1	70	6
spot_2104	clone_1	70	8
spot_2105	clone_1	70	10
spot_2106	clone_1	70	12
spot_2107	clone_1	70	14
spot_2108	clone_1	70	16
spot_2109	clone_1	70	18
spot_2110	clone_1	70	20
spot_2111	clone_0	70	22
spot_2112	clone_0	70	24
spot_2113	clone_0	70	26
spot_2114	clone_0	70	28
spot_2115	clone_0	70	30
spot_2116	clone_0	70	32
spot_2117	clone_0	70	34
spot_2118	clone_0	70	36
spot_2119	clone_0	70	38
spot_2120	clone_0	70	40
spot_2121	clone_0	70	42
spot_2122	clone_0	70	44
spot_2123	clone_0	70	46
spot_2124	clone_0	70	48
spot_2125	clone_0	70	50
spot_2126	clone_0	70	52
spot_2127	clone_0	70	54
spot_2128	clone_0	70	56
spot_2129	clone_0	70	58
spot_2130	clone_1	71	1
spot_2131	clone_1	71	3
spot_2132	clone_1	71	5
spot_2133	clone_1	71	7
spot_2134	clone_1	71	9
spot_2135	clone_1	71	11
spot_2136	clone_1	71	13
spot_2137	clone_1	71	15
spot_2138	clone_1	71	17
spot_2139	clone_1	71	19
spot_2140	clone_0	71	21
spot_2141	clone_0	71	23
spot_2142	clone_0	71	25
spot_2143	clone_0	71	27
spot_2144	clone_0	71	29
spot_2145	clone_0	71	31
spot_2146	clone_0	71	33
spot_2147	clone_0	71	35
spot_2148	clone_0	71	37
spot_2149	clone_0	71	39
spot_2150	clone_0	71	41
spot_2151	clone_0	71	43
spot_2152	clone_0	71	45
spot_2153	clone_0	71	47
spot_2154	clone_0	71	49
spot_2155	clone_0	71	51
spot_2156	clone_0	71	53
spot_2157	clone_0	71	55
spot_2158	clone_0	71	57
spot_2159	clone_0	71	59
spot_2160	clone_1	72	0
spot_2161	clone_1	72	2
spot_2162	clone_1	72	4
spot_2163	clone_1	72	6
spot_2164	clone_1	72	8
spot_2165	clone_1	72	10
spot_2166	clone_1	72	12
spot_2167	clone_1	72	14
spot_2168	clone_1	72	16
spot_2169	clone_1	72	18
spot_2170	clone_0	72	20
spot_2171	clone_0	72	22
spot_2172	clone_0	72	24
spot_2173	clone_0	72	26
spot_2174	clone_0	72	28
spot_2175	clone_0	72	30
spot_2176	clone_0	72	32
spot_2177	clone_0	72	34
spot_2178	clone_0	72	36
spot_2179	clone_0	72	38
spot_2180	clone_0	72	40
spot_2181	clone_0	72	42
spot_2182	clone_0	72	44
spot_2183	clone_0	72	46
spot_2184	clone_0	72	48
spot_2185	clone_0	72	50
spot_2186	clone_0	72	52
spot_2187	clone_0	72	54
spot_2188	clone_0	72	56
spot_2189	clone_0	72	58
spot_2190	clone_1	73	1
spot_2191	clone_1	73	3
spot_2192	clone_1	73	5
spot_2193	clone_1	73	7
spot_2194	clone_1	73	9
spot_2195	clone_1	73	11
spot_2196	clone_1	73	13
spot_2197	clone_1	73	15
spot_2198	clone_1	73	17
spot_2199	clone_0	73	19
spot_2200	clone_0	73	21
spot_2201	clone_0	73	23
spot_2202	clone_0	73	25
spot_2203	clone_0	73	27
spot_2204	clone_0	73	29
spot_2205	clone_0	73	31
spot_2206	clone_0	73	33
spot_2207	clone_0	73	35
spot_2208	clone_0	73	37
spot_2209	clone_0	73	39
spot_2210	clone_0	73	41
spot_2211	clone_0	73	43
spot_2212	clone_0	73	45
spot_2213	clone_0	73	47
spot_2214	clone_0	73	49
spot_2215	clone_0	73	51
spot_2216	clone_0	73	53
spot_2217	clone_0	73	55
spot_2218	clone_0	73	57
spot_2219	clone_0	73	59
spot_2220	clone_1	74	0
spot_2221	clone_1	74	2
spot_2222	clone_1	74	4
spot_2223	clone_1	74	6
spot_2224	clone_1	74	8
spot_2225	clone_1	74	10
spot_2226	clone_1	74	12
spot_2227	clone_1	74	14
spot_2228	clone_1	74	16
spot_2229	clone_0	74	18
spot_2230	clone_0	74	20
spot_2231	clone_0	74	22
spot_2232	clone_0	74	24
spot_2233	clone_0	74	26
spot_2234	clone_0	74	28
spot_2235	clone_0	74	30
spot_2236	clone_0	74	32
spot_2237	clone_0	74	34
spot_2238	clone_0	74	36
spot_2239	clone_0	74	38
spot_2240	clone_0	74	40
spot_2241	clone_0	74	42
spot_2242	clone_0	74	44
spot_2243	clone_0	74	46
spot_2244	clone_0	74	48
spot_2245	clone_0	74	50
spot_2246	clone_0	74	52
spot_2247	clone_0	74	54
spot_2248	clone_0	74	56
spot_2249	clone_0	74	58
spot_2250	clone_1	75	1
spot_2251	clone_1	75	3
spot_2252	clone_1	75	5
spot_2253	clone_1	75	7
spot_2254	clone_1	75	9
spot_2255	clone_1	75	11
spot_2256	clone_1	75	13
spot_2257	clone_1	75	15
spot_2258	clone_0	75	17
spot_2259	clone_0	75	19
spot_2260	clone_0	75	21
spot_2261	clone_0	75	23
spot_2262	clone_0	75	25
spot_2263	clone_0	75	27
spot_2264	clone_0	75	29
spot_2265	clone_0	75	31
spot_2266	clone_0	75	33
spot_2267	clone_0	75	35
spot_2268	clone_0	75	37
spot_2269	clone_0	75	39
spot_2270	clone_0	75	41
spot_2271	clone_0	75	43
spot_2272	clone_0	75	45
spot_2273	clone_0	75	47
spot_2274	clone_0	75	49
spot_2275	clone_0	75	51
spot_2276	clone_0	75	53
spot_2277	clone_0	75	55
spot_2278	clone_0	75	57
spot_2279	clone_0	75	59
spot_2280	clone_1	76	0
spot_2281	clone_1	76	2
spot_2282	clone_1	76	4
spot_2283	clone_1	76	6
spot_2284	clone_1	76	8
spot_2285	clone_1	76	10
spot_2286	clone_1	76	12
spot_2287	clone_1	76	14
spot_2288	clone_0	76	16
spot_2289	clone_0	76	18
spot_2290	clone_0	76	20
spot_2291	clone_0	76	22
spot_2292	clone_0	76	24
spot_2293	clone_0	76	26
spot_2294	clone_0	76	28
spot_2295	clone_0	76	30
spot_2296	clone_0	76	32
spot_2297	clone_0	76	34
spot_2298	clone_0	76	36
spot_2299	clone_0	76	38
spot_2300	clone_0	76	40
spot_2301	clone_0	76	42
spot_2302	clone_0	76	44
spot_2303	clone_0	76	46
spot_2304	clone_0	76	48
spot_2305	clone_0	76	50
spot_2306	clone_0	76	52
spot_2307	clone_0	76	54
spot_2308	clone_0	76	56
spot_2309	clone_0	76	58
spot_2310	clone_1	77	1
spot_2311	clone_1	77	3
spot_2312	clone_1	77	5
spot_2313	clone_1	77	7
spot_2314	clone_1	77	9
spot_2315	clone_1	77	11
spot_2316	clone_1	77	13
spot_2317	clone_0	77	15
spot_2318	clone_0	77	17
spot_2319	clone_0	77	19
spot_2320	clone_0	77	21
spot_2321	clone_0	77	23
spot_2322	clone_0	77	25
spot_2323	clone_0	77	27
spot_2324	clone_0	77	29
spot_2325	clone_0	77	31
spot_2326	clone_0	77	33
spot_2327	clone_0	77	35
spot_2328	clone_0	77	37
spot_2329	clone_0	77	39
spot_2330	clone_0	77	41
spot_2331	clone_0	77	43
spot_2332	clone_0	77	45
spot_2333	clone_0	77	47
spot_2334	clone_0	77	49
spot_2335	clone_0	77	51
spot_2336	clone_0	77	53
spot_2337	clone_0	77	55
spot_2338	clone_0	77	57
spot_2339	clone_0	77	59
spot_2340	clone_1	78	0
spot_2341	clone_1	78	2
spot_2342	clone_1	78	4
spot_2343	clone_1	78	6
spot_2344	clone_1	78	8
spot_2345	clone_1	78	10
spot_2346	clone_1	78	12
spot_2347	clone_0	78	14
spot_2348	clone_0	78	16
spot_2349	clone_0	78	18
spot_2350	clone_0	78	20
spot_2351	clone_0	78	22
spot_2352	clone_0	78	24
spot_2353	clone_0	78	26
spot_2354	clone_0	78	28
spot_2355	clone_0	78	30
spot_2356	clone_0	78	32
spot_2357	clone_0	78	34
spot_2358	clone_0	78	36
spot_2359	clone_0	78	38
spot_2360	clone_0	78	40
spot_2361	clone_0	78	42
spot_2362	clone_0	78	44
spot_2363	clone_0	78	46
spot_2364	clone_0	78	48
spot_2365	clone_0	78	50
spot_2366	clone_0	78	52
spot_2367	clone_0	78	54
spot_2368	clone_0	78	56
spot_2369	clone_0	78	58
spot_2370	clone_1	79	1
spot_2371	clone_1	79	3
spot_2372	clone_1	79	5
spot_2373	clone_1	79	7
spot_2374	clone_1	79	9
spot_2375	clone_1	79	11
spot_2376	clone_0	79	13
spot_2377	clone_0	79	15
spot_2378	clone_0	79	17
spot_2379	clone_0	79	19
spot_2380	clone_0	79	21
spot_2381	clone_0	79	23
spot_2382	clone_0	79	25
spot_2383	clone_0	79	27
spot_2384	clone_0	79	29
spot_2385	clone_0	79	31
spot_2386	clone_0	79	33
spot_2387	clone_0	79	35
spot_2388	clone_0	79	37
spot_2389	clone_0	79	39
spot_2390	clone_0	79	41
spot_2391	clone_0	79	43
spot_2392	clone_0	79	45
spot_2393	clone_0	79	47
spot_2394	clone_0	79	49
spot_2395	clone_0	79	51
spot_2396	clone_0	79	53
spot_2397	clone_0	79	55
spot_2398	clone_0	79	57
spot_2399	clone_0	79	59
spot_2400	clone_1	80	0
spot_2401	clone_1	80	2
spot_2402	clone_1	80	4
spot_2403	clone_1	80	6
spot_2404	clone_1	80	8
spot_2405	clone_1	80	10
spot_2406	clone_0	80	12
spot_2407	clone_0	80	14
spot_2408	clone_0	80	16
spot_2409	clone_0	80	18
spot_2410	clone_0	80	20
spot_2411	clone_0	80	22
spot_2412	clone_0	80	24
spot_2413	clone_0	80	26
spot_2414	clone_0	80	28
spot_2415	clone_0	80	30
spot_2416	clone_0	80	32
spot_2417	clone_0	80	34
spot_2418	clone_0	80	36
spot_2419	clone_0	80	38
spot_2420	clone_0	80	40
spot_2421	clone_0	80	42
spot_2422	clone_0	80	44
spot_2423	clone_0	80	46
spot_2424	clone_0	80	48
spot_2425	clone_0	80	50
spot_2426	clone_0	80	52
spot_2427	clone_0	80	54
spot_2428	clone_0	80	56
spot_2429	clone_0	80	58
spot_2430	clone_1	81	1
spot_2431	clone_1	81	3
spot_2432	clone_1	81	5
spot_2433	clone_1	81	7
spot_2434	clone_1	81	9
spot_2435	clone_0	81	11
spot_2436	clone_0	81	13
spot_2437	clone_0	81	15
spot_2438	clone_0	81	17
spot_2439	clone_0	81	19
spot_2440	clone_0	81	21
spot_2441	clone_0	81	23
spot_2442	clone_0	81	25
spot_2443	clone_0	81	27
spot_2444	clone_0	81	29
spot_2445	clone_0	81	31
spot_2446	clone_0	81	33
spot_2447	clone_0	81	35
spot_2448	clone_0	81	37
spot_2449	clone_0	81	39
spot_2450	clone_0	81	41
spot_2451	clone_0	81	43
spot_2452	clone_0	81	45
spot_2453	clone_0	81	47
spot_2454	clone_0	81	49
spot_2455	clone_0	81	51
spot_2456	clone_0	81	53
spot_2457	clone_0	81	55
spot_2458	clone_0	81	57
spot_2459	clone_0	81	59
spot_2460	clone_1	82	0
spot_2461	clone_1	82	2
spot_2462	clone_1	82	4
spot_2463	clone_1	82	6
spot_2464	clone_1	82	8
spot_2465	clone_0	82	10
spot_2466	clone_0	82	12
spot_2467	clone_0	82	14
spot_2468	clone_0	82	16
spot_2469	clone_0	82	18
spot_2470	clone_0	82	20
spot_2471	clone_0	82	22
spot_2472	clone_0	82	24
spot_2473	clone_0	82	26
spot_2474	clone_0	82	28
spot_2475	clone_0	82	30
spot_2476	clone_0	82	32
spot_2477	clone_0	82	34
spot_2478	clone_0	82	36
spot_2479	clone_0	82	38
spot_2480	clone_0	82	40
spot_2481	clone_0	82	42
spot_2482	clone_0	82	44
spot_2483	clone_0	82	46
spot_2484	clone_0	82	48
spot_2485	clone_0	82	50
spot_2486	clone_0	82	52
spot_2487	clone_0	82	54
spot_2488	clone_0	82	56
spot_2489	clone_0	82	58
spot_2490	clone_1	83	1
spot_2491	clone_1	83	3
spot_2492	clone_1	83	5
spot_2493	clone_1	83	7
spot_2494	clone_0	83	9
spot_2495	clone_0	83	11
spot_2496	clone_0	83	13
spot_2497	clone_0	83	15
spot_2498	clone_0	83	17
spot_2499	clone_0	83	19
spot_2500	clone_0	83	21
spot_2501	clone_0	83	23
spot_2502	clone_0	83	25
spot_2503	clone_0	83	27
spot_2504	clone_0	83	29
spot_2505	clone_0	83	31
spot_2506	clone_0	83	33
spot_2507	clone_0	83	35
spot_2508	clone_0	83	37
spot_2509	clone_0	83	39
spot_2510	clone_0	83	41
spot_2511	clone_0	83	43
spot_2512	clone_0	83	45
spot_2513	clone_0	83	47
spot_2514	clone_0	83	49
spot_2515	clone_0	83	51
spot_2516	clone_0	83	53
spot_2517	clone_0	83	55
spot_2518	clone_0	83	57
spot_2519	clone_0	83	59
spot_2520	clone_1	84	0
spot_2521	clone_1	84	2
spot_2522	clone_1	84	4
spot_2523	clone_1	84	6
spot_2524	clone_0	84	8
spot_2525	clone_0	84	10
spot_2526	clone_0	84	12
spot_2527	clone_0	84	14
spot_2528	clone_0	84	16
spot_2529	clone_0	84	18
spot_2530	clone_0	84	20
spot_2531	clone_0	84	22
spot_2532	clone_0	84	24
spot_2533	clone_0	84	26
spot_2534	clone_0	84	28
spot_2535	clone_0	84	30
spot_2536	clone_0	84	32
spot_2537	clone_0	84	34
spot_2538	clone_0	84	36
spot_2539	clone_0	84	38
spot_2540	clone_0	84	40
spot_2541	clone_0	84	42
spot_2542	clone_0	84	44
spot_2543	clone_0	84	46
spot_2544	clone_0	84	48
spot_2545	clone_0	84	50
spot_2546	clone_0	84	52
spot_2547	clone_0	84	54
spot_2548	clone_0	84	56
spot_2549	clone_0	84	58
spot_2550	clone_1	85	1
spot_2551	clone_1	85	3
spot_2552	clone_1	85	5
spot_2553	clone_0	85	7
spot_2554	clone_0	85	9
spot_2555	clone_0	85	11
spot_2556	clone_0	85	13
spot_2557	clone_0	85	15
spot_2558	clone_0	85	17
spot_2559	clone_0	85	19
spot_2560	clone_0	85	21
spot_2561	clone_0	85	23
spot_2562	clone_0	85	25
spot_2563	clone_0	85	27
spot_2564	clone_0	85	29
spot_2565	clone_0	85	31
spot_2566	clone_0	85	33
spot_2567	clone_0	85	35
spot_2568	clone_0	85	37
spot_2569	clone_0	85	39
spot_2570	clone_0	85	41
spot_2571	clone_0	85	43
spot_2572	clone_0	85	45
spot_2573	clone_0	85	47
spot_2574	clone_0	85	49
spot_2575	clone_0	85	51
spot_2576	clone_0	85	53
spot_2577	clone_0	85	55
spot_2578	clone_0	85	57
spot_2579	clone_0	85	59
spot_2580	clone_1	86	0
spot_2581	clone_1	86	2
spot_2582	clone_1	86	4
spot_2583	clone_0	86	6
spot_2584	clone_0	86	8
spot_2585	clone_0	86	10
spot_2586	clone_0	86	12
spot_2587	clone_0	86	14
spot_2588	clone_0	86	16
spot_2589	clone_0	86	18
spot_2590	clone_0	86	20
spot_2591	clone_0	86	22
spot_2592	clone_0	86	24
spot_2593	clone_0	86	26
spot_2594	clone_0	86	28
spot_2595	clone_0	86	30
spot_2596	clone_0	86	32
spot_2597	clone_0	86	34
spot_2598	clone_0	86	36
spot_2599	clone_0	86	38
spot_2600	clone_0	86	40
spot_2601	clone_0	86	42
spot_2602	clone_0	86	44
spot_2603	clone_0	86	46
spot_2604	clone_0	86	48
spot_2605	clone_0	86	50
spot_2606	clone_0	86	52
spot_2607	clone_0	86	54
spot_2608	clone_0	86	56
spot_2609	clone_0	86	58
spot_2610	clone_1	87	1
spot_2611	clone_1	87	3
spot_2612	clone_0	87	5
spot_2613	clone_0	87	7
spot_2614	clone_0	87	9
spot_2615	clone_0	87	11
spot_2616	clone_0	87	13
spot_2617	clone_0	87	15
spot_2618	clone_0	87	17
spot_2619	clone_0	87	19
spot_2620	clone_0	87	21
spot_2621	clone_0	87	23
spot_2622	clone_0	87	25
spot_2623	clone_0	87	27
spot_2624	clone_0	87	29
spot_2625	clone_0	87	31
spot_2626	clone_0	87	33
spot_2627	clone_0	87	35
spot_2628	clone_0	87	37
spot_2629	clone_0	87	39
spot_2630	clone_0	87	41
spot_2631	clone_0	87	43
spot_2632	clone_0	87	45
spot_2633	clone_0	87	47
spot_2634	clone_0	87	49
spot_2635	clone_0	87	51
spot_2636	clone_0	87	53
spot_2637	clone_0	87	55
spot_2638	clone_0	87	57
spot_2639	clone_0	87	59
spot_2640	clone_1	88	0
spot_2641	clone_1	88	2
spot_2642	clone_0	88	4
spot_2643	clone_0	88	6
spot_2644	clone_0	88	8
spot_2645	clone_0	88	10
spot_2646	clone_0	88	12
spot_2647	clone_0	88	14
spot_2648	clone_0	88	16
spot_2649	clone_0	88	18
spot_2650	clone_0	88	20
spot_2651	clone_0	88	22
spot_2652	clone_0	88	24
spot_2653	clone_0	88	26
spot_2654	clone_0	88	28
spot_2655	clone_0	88	30
spot_2656	clone_0	88	32
spot_2657	clone_0	88	34
spot_2658	clone_0	88	36
spot_2659	clone_0	88	38
spot_2660	clone_0	88	40
spot_2661	clone_0	88	42
spot_2662	clone_0	88	44
spot_2663	clone_0	88	46
spot_2664	clone_0	88	48
spot_2665	clone_0	88	50
spot_2666	clone_0	88	52
spot_2667	clone_0	88	54
spot_2668	clone_0	88	56
spot_2669	clone_0	88	58
spot_2670	clone_1	89	1
spot_2671	clone_0	89	3
spot_2672	clone_0	89	5
spot_2673	clone_0	89	7
spot_2674	clone_0	89	9
spot_2675	clone_0	89	11
spot_2676	clone_0	89	13
spot_2677	clone_0	89	15
spot_2678	clone_0	89	17
spot_2679	clone_0	89	19
spot_2680	clone_0	89	21
spot_2681	clone_0	89	23
spot_2682	clone_0	89	25
spot_2683	clone_0	89	27
spot_2684	clone_0	89	29
spot_2685	clone_0	89	31
spot_2686	clone_0	89	33
spot_2687	clone_0	89	35
spot_2688	clone_0	89	37
spot_2689	clone_0	89	39
spot_2690	clone_0	89	41
spot_2691	clone_0	89	43
spot_2692	clone_0	89	45
spot_2693	clone_0	89	47
spot_2694	clone_0	89	49
spot_2695	clone_0	89	51
spot_2696	clone_0	89	53
spot_2697	clone_0	89	55
spot_2698	clone_0	89	57
spot_2699	clone_0	89	59
spot_2700	clone_0	90	0
spot_2701	clone_0	90	2
spot_2702	clone_0	90	4
spot_2703	clone_0	90	6
spot_2704	clone_0	90	8
spot_2705	clone_0	90	10
spot_2706	clone_0	90	12
spot_2707	clone_0	90	14
spot_2708	clone_0	90	16
spot_2709	clone_0	90	18
spot_2710	clone_0	90	20
spot_2711	clone_0	90	22
spot_2712	clone_0	90	24
spot_2713	clone_0	90	26
spot_2714	clone_0	90	28
spot_2715	clone_0	90	30
spot_2716	clone_0	90	32
spot_2717	clone_0	90	34
spot_2718	clone_0	90	36
spot_2719	clone_0	90	38
spot_2720	clone_0	90	40
spot_2721	clone_0	90	42
spot_2722	clone_0	90	44
spot_2723	clone_0	90	46
spot_2724	clone_0	90	48
spot_2725	clone_0	90	50
spot_2726	clone_0	90	52
spot_2727	clone_0	90	54
spot_2728	clone_0	90	56
spot_2729	clone_0	90	58
spot_2730	clone_0	91	1
spot_2731	clone_0	91	3
spot_2732	clone_0	91	5
spot_2733	clone_0	91	7
spot_2734	clone_0	91	9
spot_2735	clone_0	91	11
spot_2736	clone_0	91	13
spot_2737	clone_0	91	15
spot_2738	clone_0	91	17
spot_2739	clone_0	91	19
spot_2740	clone_0	91	21
spot_2741	clone_0	91	23
spot_2742	clone_0	91	25
spot_2743	clone_0	91	27
spot_2744	clone_0	91	29
spot_2745	clone_0	91	31
spot_2746	clone_0	91	33
spot_2747	clone_0	91	35
spot_2748	clone_0	91	37
spot_2749	clone_0	91	39
spot_2750	clone_0	91	41
spot_2751	clone_0	91	43
spot_2752	clone_0	91	45
spot_2753	clone_0	91	47
spot_2754	clone_0	91	49
spot_2755	clone_0	91	51
spot_2756	clone_0	91	53
spot_2757	clone_0	91	55
spot_2758	clone_0	91	57
spot_2759	clone_0	91	59
spot_2760	clone_0	92	0
spot_2761	clone_0	92	2
spot_2762	clone_0	92	4
spot_2763	clone_0	92	6
spot_2764	clone_0	92	8
spot_2765	clone_0	92	10
spot_2766	clone_0	92	12
spot_2767	clone_0	92	14
spot_2768	clone_0	92	16
spot_2769	clone_0	92	18
spot_2770	clone_0	92	20
spot_2771	clone_0	92	22
spot_2772	clone_0	92	24
spot_2773	clone_0	92	26
spot_2774	clone_0	92	28
spot_2775	clone_0	92	30
spot_2776	clone_0	92	32
spot_2777	clone_0	92	34
spot_2778	clone_0	92	36
spot_2779	clone_0	92	38
spot_2780	clone_0	92	40
spot_2781	clone_0	92	42
spot_2782	clone_0	92	44
spot_2783	clone_0	92	46
spot_2784	clone_0	92	48
spot_2785	clone_0	92	50
spot_2786	clone_0	92	52
spot_2787	clone_0	92	54
spot_2788	clone_0	92	56
spot_2789	clone_0	92	58
spot_2790	clone_0	93	1
spot_2791	clone_0	93	3
spot_2792	clone_0	93	5
spot_2793	clone_0	93	7
spot_2794	clone_0	93	9
spot_2795	clone_0	93	11
spot_2796	clone_0	93	13
spot_2797	clone_0	93	15
spot_2798	clone_0	93	17
spot_2799	clone_0	93	19
spot_2800	clone_0	93	21
spot_2801	clone_0	93	23
spot_2802	clone_0	93	25
spot_2803	clone_0	93	27
spot_2804	clone_0	93	29
spot_2805	clone_0	93	31
spot_2806	clone_0	93	33
spot_2807	clone_0	93	35
spot_2808	clone_0	93	37
spot_2809	clone_0	93	39
spot_2810	clone_0	93	41
spot_2811	clone_0	93	43
spot_2812	clone_0	93	45
spot_2813	clone_0	93	47
spot_2814	clone_0	93	49
spot_2815	clone_0	93	51
spot_2816	clone_0	93	53
spot_2817	clone_0	93	55
spot_2818	clone_0	93	57
spot_2819	clone_0	93	59
spot_2820	clone_0	94	0
spot_2821	clone_0	94	2
spot_2822	clone_0	94	4
spot_2823	clone_0	94	6
spot_2824	clone_0	94	8
spot_2825	clone_0	94	10
spot_2826	clone_0	94	12
spot_2827	clone_0	94	14
spot_2828	clone_0	94	16
spot_2829	clone_0	94	18
spot_2830	clone_0	94	20
spot_2831	clone_0	94	22
spot_2832	clone_0	94	24
spot_2833	clone_0	94	26
spot_2834	clone_0	94	28
spot_2835	clone_0	94	30
spot_2836	clone_0	94	32
spot_2837	clone_0	94	34
spot_2838	clone_0	94	36
spot_2839	clone_0	94	38
spot_2840	clone_0	94	40
spot_2841	clone_0	94	42
spot_2842	clone_0	94	44
spot_2843	clone_0	94	46
spot_2844	clone_0	94	48
spot_2845	clone_0	94	50
spot_2846	clone_0	94	52
spot_2847	clone_0	94	54
spot_2848	clone_0	94	56
spot_2849	clone_0	94	58
spot_2850	clone_0	95	1
spot_2851	clone_0	95	3
spot_2852	clone_0	95	5
spot_2853	clone_0	95	7
spot_2854	clone_0	95	9
spot_2855	clone_0	95	11
spot_2856	clone_0	95	13
spot_2857	clone_0	95	15
spot_2858	clone_0	95	17
spot_2859	clone_0	95	19
spot_2860	clone_0	95	21
spot_2861	clone_0	95	23
spot_2862	clone_0	95	25
spot_2863	clone_0	95	27
spot_2864	clone_0	95	29
spot_2865	clone_0	95	31
spot_2866	clone_0	95	33
spot_2867	clone_0	95	35
spot_2868	clone_0	95	37
spot_2869	clone_0	95	39
spot_2870	clone_0	95	41
spot_2871	clone_0	95	43
spot_2872	clone_0	95	45
spot_2873	clone_0	95	47
spot_2874	clone_0	95	49
spot_2875	clone_0	95	51
spot_2876	clone_0	95	53
spot_2877	clone_0	95	55
spot_2878	clone_0	95	57
spot_2879	clone_0	95	59
spot_2880	clone_0	96	0
spot_2881	clone_0	96	2
spot_2882	clone_0	96	4
spot_2883	clone_0	96	6
spot_2884	clone_0	96	8
spot_2885	clone_0	96	10
spot_2886	clone_0	96	12
spot_2887	clone_0	96	14
spot_2888	clone_0	96	16
spot_2889	clone_0	96	18
spot_2890	clone_0	96	20
spot_2891	clone_0	96	22
spot_2892	clone_0	96	24
spot_2893	clone_0	96	26
spot_2894	clone_0	96	28
spot_2895	clone_0	96	30
spot_2896	clone_0	96	32
spot_2897	clone_0	96	34
spot_2898	clone_0	96	36
spot_2899	clone_0	96	38
spot_2900	clone_0	96	40
spot_2901	clone_0	96	42
spot_2902	clone_0	96	44
spot_2903	clone_0	96	46
spot_2904	clone_0	96	48
spot_2905	clone_0	96	50
spot_2906	clone_0	96	52
spot_2907	clone_0	96	54
spot_2908	clone_0	96	56
spot_2909	clone_0	96	58
spot_2910	clone_0	97	1
spot_2911	clone_0	97	3
spot_2912	clone_0	97	5
spot_2913	clone_0	97	7
spot_2914	clone_0	97	9
spot_2915	clone_0	97	11
spot_2916	clone_0	97	13
spot_2917	clone_0	97	15
spot_2918	clone_0	97	17
spot_2919	clone_0	97	19
spot_2920	clone_0	97	21
spot_2921	clone_0	97	23
spot_2922	clone_0	97	25
spot_2923	clone_0	97	27
spot_2924	clone_0	97	29
spot_2925	clone_0	97	31
spot_2926	clone_0	97	33
spot_2927	clone_0	97	35
spot_2928	clone_0	97	37
spot_2929	clone_0	97	39
spot_2930	clone_0	97	41
spot_2931	clone_0	97	43
spot_2932	clone_0	97	45
spot_2933	clone_0	97	47
spot_2934	clone_0	97	49
spot_2935	clone_0	97	51
spot_2936	clone_0	97	53
spot_2937	clone_0	97	55
spot_2938	clone_0	97	57
spot_2939	clone_0	97	59
spot_2940	clone_0	98	0
spot_2941	clone_0	98	2
spot_2942	clone_0	98	4
spot_2943	clone_0	98	6
spot_2944	clone_0	98	8
spot_2945	clone_0	98	10
spot_2946	clone_0	98	12
spot_2947	clone_0	98	14
spot_2948	clone_0	98	16
spot_2949	clone_0	98	18
spot_2950	clone_0	98	20
spot_2951	clone_0	98	22
